CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,Cluster,Segment
10858,78,17,2225.5299999999997,130.9135294117647,17,2,🔵 Potential
10859,1,157,52304.36,333.14878980891723,154,1,🏆 Champions
10860,300,9,392.17,43.574444444444445,9,0,⚠️  At Risk
10861,74,23,2536.28,110.27304347826087,23,2,🔵 Potential
10862,63,34,4225.2,124.27058823529411,34,2,🔵 Potential
10863,67,22,2608.29,118.55863636363637,22,2,🔵 Potential
10864,73,16,2569.31,160.581875,16,2,🔵 Potential
10865,64,34,4331.73,127.40382352941175,34,2,🔵 Potential
10866,12,76,14066.16,185.08105263157896,75,3,💛 Loyal Customers
10867,11,81,17258.07,213.06259259259258,81,3,💛 Loyal Customers
10868,13,10,818.84,81.884,10,2,🔵 Potential
10869,6,10,936.5600000000001,93.656,10,2,🔵 Potential
10870,15,63,12171.39,193.19666666666666,63,3,💛 Loyal Customers
10871,12,52,11348.880000000001,218.24769230769232,52,3,💛 Loyal Customers
10872,200,11,673.06,61.18727272727272,11,0,⚠️  At Risk
10873,88,21,3351.34,159.58761904761906,20,2,🔵 Potential
10874,1,149,58927.340000000004,395.48550335570474,149,1,🏆 Champions
10875,11,77,13473.68,174.98285714285714,76,3,💛 Loyal Customers
10876,248,10,359.13,35.913,10,0,⚠️  At Risk
10877,190,7,230.51,32.93,7,0,⚠️  At Risk
10878,1,104,31996.56,307.65923076923076,104,1,🏆 Champions
10879,12,64,10265.33,160.39578125,64,3,💛 Loyal Customers
10880,10,50,9620.86,192.4172,50,3,💛 Loyal Customers
10881,291,9,579.08,64.34222222222223,9,0,⚠️  At Risk
10882,3,153,59107.0,386.32026143790847,153,1,🏆 Champions
10883,1,133,41043.04,308.5942857142857,132,1,🏆 Champions
10884,236,19,588.39,30.967894736842105,19,0,⚠️  At Risk
10885,14,66,11630.06,176.2130303030303,66,3,💛 Loyal Customers
10886,256,8,793.68,99.21,8,0,⚠️  At Risk
10887,17,44,10770.75,244.78977272727272,44,3,💛 Loyal Customers
10888,1,122,45695.55,374.5536885245902,122,1,🏆 Champions
10889,13,82,14973.38,182.6021951219512,82,3,💛 Loyal Customers
10890,232,11,915.5,83.22727272727273,11,0,⚠️  At Risk
10891,19,4,143.95,35.9875,4,2,🔵 Potential
10892,9,4,151.16,37.79,4,2,🔵 Potential
10893,12,58,11977.02,206.50034482758622,58,3,💛 Loyal Customers
10894,213,12,223.8,18.650000000000002,12,0,⚠️  At Risk
10895,14,77,15225.08,197.7283116883117,77,3,💛 Loyal Customers
10896,11,76,11478.56,151.0336842105263,76,3,💛 Loyal Customers
10897,42,4,455.24,113.81,4,2,🔵 Potential
10898,1,146,49302.1,337.68561643835613,145,1,🏆 Champions
10899,1,125,53395.409999999996,427.16328,124,1,🏆 Champions
10900,10,82,13812.67,168.4471951219512,82,3,💛 Loyal Customers
10901,1,87,35216.49,404.78724137931033,86,1,🏆 Champions
10902,12,54,9549.97,176.85129629629628,54,3,💛 Loyal Customers
10903,68,18,1827.15,101.50833333333334,18,2,🔵 Potential
10904,61,30,5073.45,169.11499999999998,30,2,🔵 Potential
10905,36,9,793.73,88.19222222222223,9,2,🔵 Potential
10906,27,6,363.46999999999997,60.578333333333326,6,2,🔵 Potential
10907,12,52,10662.81,205.05403846153845,52,3,💛 Loyal Customers
10908,13,58,10109.37,174.2994827586207,58,3,💛 Loyal Customers
10909,11,43,9084.61,211.27,43,3,💛 Loyal Customers
10910,70,14,2271.09,162.2207142857143,14,2,🔵 Potential
10911,16,51,12853.76,252.03450980392157,50,3,💛 Loyal Customers
10912,313,14,523.74,37.410000000000004,14,0,⚠️  At Risk
10913,63,25,1976.98,79.0792,25,2,🔵 Potential
10914,86,36,3717.7799999999997,103.27166666666666,36,2,🔵 Potential
10915,85,24,3871.99,161.33291666666665,24,2,🔵 Potential
10916,24,42,8889.93,211.66500000000002,42,3,💛 Loyal Customers
10917,30,1,184.24,184.24,1,2,🔵 Potential
10918,198,9,444.6,49.400000000000006,9,0,⚠️  At Risk
10919,2,99,34529.33,348.7811111111111,99,1,🏆 Champions
10920,14,12,546.13,45.51083333333333,12,2,🔵 Potential
10921,108,17,1990.98,117.1164705882353,17,2,🔵 Potential
10922,40,7,334.08,47.72571428571428,7,2,🔵 Potential
10923,156,6,497.6,82.93333333333334,6,0,⚠️  At Risk
10924,77,27,3681.35,136.3462962962963,27,2,🔵 Potential
10925,2,89,31356.96,352.32539325842697,89,1,🏆 Champions
10926,11,52,9914.4,190.66153846153844,51,3,💛 Loyal Customers
10927,64,27,3543.14,131.2274074074074,27,2,🔵 Potential
10928,330,6,91.55,15.258333333333333,6,0,⚠️  At Risk
10929,17,40,10276.83,256.92075,40,3,💛 Loyal Customers
10930,1,104,42583.85,409.46009615384617,103,1,🏆 Champions
10931,11,5,636.0899999999999,127.21799999999999,5,2,🔵 Potential
10932,17,9,741.01,82.33444444444444,9,2,🔵 Potential
10933,90,21,3027.77,144.1795238095238,21,2,🔵 Potential
10934,11,51,9595.6,188.14901960784314,51,3,💛 Loyal Customers
10935,11,51,10177.92,199.5670588235294,51,3,💛 Loyal Customers
10936,1,157,59611.46,379.6908280254777,155,1,🏆 Champions
10937,3,6,510.36,85.06,6,2,🔵 Potential
10938,1,167,64226.44,384.5894610778443,166,1,🏆 Champions
10939,61,31,4398.53,141.88806451612902,31,2,🔵 Potential
10940,16,42,10490.41,249.77166666666668,42,3,💛 Loyal Customers
10941,61,23,2260.74,98.29304347826086,23,2,🔵 Potential
10942,234,11,492.67,44.78818181818182,11,0,⚠️  At Risk
10943,9,10,838.88,83.888,10,2,🔵 Potential
10944,12,64,14327.220000000001,223.86281250000002,64,3,💛 Loyal Customers
10945,2,178,77875.03,437.50016853932584,177,1,🏆 Champions
10946,1,201,60357.86,298.8012871287129,199,1,🏆 Champions
10947,34,4,410.12,102.53,4,2,🔵 Potential
10948,16,9,780.3299999999999,86.70333333333332,9,2,🔵 Potential
10949,69,16,2520.74,157.54625,16,2,🔵 Potential
10950,206,10,489.05,48.905,10,0,⚠️  At Risk
10951,172,3,111.72999999999999,37.24333333333333,3,0,⚠️  At Risk
10952,18,47,7994.01,170.08531914893618,47,3,💛 Loyal Customers
10953,16,7,578.55,82.64999999999999,7,2,🔵 Potential
10954,62,27,3865.98,143.18444444444444,27,2,🔵 Potential
10955,17,78,11987.28,153.68307692307692,78,3,💛 Loyal Customers
10956,77,28,4389.45,156.76607142857142,28,2,🔵 Potential
10957,1,85,29170.44,343.1816470588235,85,3,💛 Loyal Customers
10958,17,49,10843.62,221.2983673469388,49,3,💛 Loyal Customers
10959,289,7,387.14000000000004,55.305714285714295,7,0,⚠️  At Risk
10960,4,132,42339.51,320.75386363636363,131,1,🏆 Champions
10961,218,2,167.52,83.76,2,0,⚠️  At Risk
10962,11,54,13594.04,247.16436363636365,55,3,💛 Loyal Customers
10963,12,49,8990.98,183.48938775510203,48,3,💛 Loyal Customers
10964,11,37,8591.1,232.1918918918919,37,3,💛 Loyal Customers
10965,13,63,13696.98,217.41238095238094,62,3,💛 Loyal Customers
10966,221,10,542.1899999999999,54.218999999999994,10,0,⚠️  At Risk
10967,20,49,13310.67,271.64632653061227,49,3,💛 Loyal Customers
10968,71,24,3174.09,132.25375,24,2,🔵 Potential
10969,67,20,1927.55,96.3775,20,2,🔵 Potential
10970,156,2,247.01,123.505,2,0,⚠️  At Risk
10971,29,3,996.8199999999999,332.2733333333333,3,2,🔵 Potential
10972,330,7,195.76,27.965714285714284,7,0,⚠️  At Risk
10973,12,57,11454.09,200.94894736842105,57,3,💛 Loyal Customers
10974,1,136,44809.91,329.4846323529412,135,1,🏆 Champions
10975,19,48,7737.74,161.20291666666665,48,3,💛 Loyal Customers
10976,60,32,4920.9,153.778125,31,2,🔵 Potential
10977,1,91,36832.33,404.7508791208791,91,1,🏆 Champions
10978,61,26,3176.24,122.16307692307691,26,2,🔵 Potential
10979,74,28,4360.46,155.7307142857143,28,2,🔵 Potential
10980,12,55,11399.539999999999,207.2643636363636,53,3,💛 Loyal Customers
10981,203,16,668.03,41.751875,16,0,⚠️  At Risk
10982,1,138,48527.87,351.651231884058,135,1,🏆 Champions
10983,2,134,44682.85,333.4541044776119,134,1,🏆 Champions
10984,344,4,726.84,181.71,4,0,⚠️  At Risk
10985,62,28,2804.58,100.16357142857143,28,2,🔵 Potential
10986,263,18,744.73,41.37388888888889,18,0,⚠️  At Risk
10987,60,40,3592.37,89.80924999999999,40,2,🔵 Potential
10988,12,55,10443.21,189.87654545454544,55,3,💛 Loyal Customers
10989,37,6,312.34000000000003,52.05666666666667,6,2,🔵 Potential
10990,188,10,460.26,46.025999999999996,10,0,⚠️  At Risk
10991,311,6,873.78,145.63,6,0,⚠️  At Risk
10992,11,69,14445.18,209.3504347826087,69,3,💛 Loyal Customers
10993,66,47,3917.24,83.34553191489361,46,2,🔵 Potential
10994,16,62,10731.1,173.08225806451614,62,3,💛 Loyal Customers
10995,1,191,69329.14,362.97979057591624,188,1,🏆 Champions
10996,40,4,310.78000000000003,77.69500000000001,4,2,🔵 Potential
10997,1,190,62637.26,329.6697894736842,186,1,🏆 Champions
10998,19,6,857.1700000000001,142.86166666666668,6,2,🔵 Potential
10999,67,31,3491.3999999999996,112.62580645161289,31,2,🔵 Potential
